Value,Disaggregation combinations using this value,Number of indicators
data.rld,1,1
data.rldrei,1,1
data.rle,1,1
data.rleins,1,1
data.rlg,1,1
data.rlnull,1,1
data.rlr,1,1
data.rlv,1,1
data.rlzwei,1,1
data.tlu,1,1
