Year,timeseries,Value
2015,basel convention,100
2020,basel convention,100
2015,montreal protocol,100
2020,montreal protocol,100
2015,rotterdam convention,100
2020,rotterdam convention,100
2015,stockholm convention,100
2020,stockholm convention,100
2020,minamata convention,100
